No.,Isi Tweet,Label
446,"yg jelas, kerja keras, pasti, dan jujur tetap pak ahok.",Non_HT
447,"Maaf pak saya tidak bisa ikutan nyoblos, KTP saya jakarta, tapi saya skrg tinggal bandung, saya hanya bisa berdoa",Non_HT
448,"semoga ahokdjarot bisa terus melanjutkan visi misi nya untuk membangun kota Jakarta, agar lebih rapih bersih dan nyaman",Non_HT
449,Dalam nama Tuhan Untuk jakarta yg lebih baik,Non_HT
450,semagat buat pak Anies semoga selalu dalam rahmat tuhan YME,Non_HT
451,semua warga DKI gunakan hak pilihmu....jangan takut kita smua warga yg punya hak dan sehat lahir batin,Non_HT
452,semoga Tuhan memberikan seluruh masyarakat DKI jakarta keadilan sesuai pemimpin yg benar2 demi rakyat Amin.,Non_HT
453,Eks Pendukung Agus-Sylvi di Jakarta Timur Deklarasikan Dukungan Untuk Ahok-Djarot,Non_HT
454,"Ini pasti salah Jokowi, Ahok dan kafir-kafir ateis. https:\/\/t.co\/v2GRcUeStI",HT
455,@fahmiabuazzam1 biar aja biar tai nya kena bapak lo itu ya. Loh tuh kan gak suka sm ahok jadi biar loh sm bpk loh sm ibu loh kena tai nya.,HT
456,RT @BungWinar: Angin memporakporandakan basis pemenangan Si Penista Agama...Cililitan.\nYa Alloh Ampuni Kami\n#JakartaBanjir,HT
457,"RT @Lupuz0503: Prestasi Ahok, \nSelain mjadi mafia koruptor n penista agama, dirinya bhasil tenggelamkan JKT MELALUI congoran CEBON",HT
458,Ulama Kompak Nyatakan #HaramPemimpinKafir Pilih Ahok = Murtad!,HT
459,KAU PENDIKAN TINGGI TAPI BODOH....GK ADA LARANG BAWA AGAMA..BIAR ORANG ISLAM YG DI BAYAR AHOK SADAR GK JADI MILIH AHOK GLA,HT
460,@indopoints di tanah abang cina udah mulai resah dan stres gara2 si penista agama dan pilkada pasar jd sepi. Sepi sampai 2 minggu lg ha. ha,HT
461,@investigator_RI betul dan semua pihak yg menentang si cina kafir ahok akan di kriminalisasi oleh polisi dgn smua rekayasa hukum nya,HT
462,@YohanesTarigan9 saya ga habis pikir kenapa fanboy ahok bego bego ya pada ga ngerti sejarah. Gampang kejebak iklan. Maaf ya.,HT
463,@Zufrianto3 lebih baik pilih ahok drpd pilih yg se iman tp koruptor dn munafik !! Bodoh kau,HT
464,Ahok si penghina Al - Qur'an dan Ulama ini selalu bersikap menjijikkan yaitu sok suci dan merasa paling benar https:\/\/t.co\/bTkCeTNk0g,HT
465,"Ayo umat Islam yg pinter, jgn percaya klo aksi 112 tdk ada hubungannya dgn pilkada, pihak AHY yg bayar anies yg untung \ud83d\ude01",HT
466,#DebatFinalPilkadaJKT mampuuuusssssss mpoK Silvy!!!!,HT
467,Hidup china komunis ! https:\/\/t.co\/b1RheVKrXl,HT
468,Ini tuh kesalahan Jokowi dan Ahok si babi ateis. https:\/\/t.co\/v2GRcUeStI,HT
469,Kalo ahok menang pilkada bikin video sex bareng anaknya dong tan.? https:\/\/t.co\/7msmThwwLK,HT
470,Keluarga Besar Kami Yang Berdomisili di Jakarta TIDAK PILIH AHOK!! https:\/\/t.co\/GZKZFTpvCw Suara Ulama Bulat! #HaramPilihAhok #JanganGolput,HT
471,ketutunan cina dari luar kota dan pulau mulai kejakarta mau coblos ahok dengan KTP aspal dari kamboja,HT
472,RT @indopoints: china babi... china maling...\n#UsirChina https:\/\/t.co\/9y4HIWHJp2,HT
473,RT @mosangada72: Masih mau memilih Agus-Sylvi???\nAnaknya SBY dan Keluarga Koruptor\n#BlusukanAhok\n#BerjamaahCoblosPecinya\u2026,HT
474,tangkap ahok dan klompok nya yg melakukan pemalsuan e KTP karna merupakan penghiyanat bagi bangsa dan negara,HT
475,"Tangkap Ahok Sekarang Juga, Share Jika Setuju !!!",HT
476,"Sayang sekali Bangsa ini Paling jago kalau merasa-rasa. Yg mendukung Pak Ahok merasa paling benar, yg mendukung Mas Anies merasa paling suci",HT
477,Video Ahok Menghina Agama Kristen Agama Konyol #AhokPecahBelahBangsa,HT
478,"Bukan Hanya Penista Agama, Bagi JPU Ahok Pemecah Belah Bangsa https:\/\/t.co\/6qkIFCjqhq",HT
479,Mbak Sylviana please Anda sehat? #DebatFinalPilkadaJKT #perjuanganbelumselesai,HT
480,Nomor 1 sok tau lagi lansung di skak wkwkwk #DebatFinalPilkadaJKT,HT
481,RT @Gemacan70: Ayoo jaga keutuhan NKRI!!! Tangkap Penista Agama!!! #StopKriminalisasiUlama https:\/\/t.co\/dxIDQ4ZQHV,HT
482,"@Lupuz0503: Terlihat salah satu pendukung mafia koruptor dan penista agama, para gerombolan BANCI TITOT lakukan bidikan ke arah",HT
483,tobat yuk sebelum terlambat. biar gerombolan JIL aja yg kita doakan konsisten bela kekafiran hingga akhir hayat https:\/\/t.co\/979uJ6ItrM,HT
484,"RT @UstadTengku: Ya Allah Jika Mereka Menempuh Cara2 Curang utk Memenangkan Si Penista Agama, Engkau Kirimkanlah MALAIKAT MAUT Utk menyeles\u2026",HT
485,;Kebanyakan fitnah nih mpok silvy #DebatFinalPilkadaJKT #Gue2,HT
486,"FPI: Pendukung Ahok kalah jumlah, dengan izin Allah kita gusur Gubernur koruptor dan penista agama https:\/\/t.co\/Jp7pGLRGiE",HT
487,#JakartaBanjir Pemimpinnya gak punya akhlak yg baik... PENISTA AGAMA. https:\/\/t.co\/PNEGDJMPCH,HT
488,"RT @felixsiauw: tapi twit begini asik lo, kita jadi tau yang mana akun-akun pro-penista agama, akun-akun buzzer yang kerjanya menghujat :)",HT
489,@DivHumasHansip: ahoker siap bela penista agama https:\/\/t.co\/HxuU4rUDFX\,HT
490,RT @alwinazar24: sepertinya CUCUnya DAJJAL telah hadir,HT
491,"Mereka Siang MALAM Maki2 Ulama Kita, Nongkrongi Medsos Ulama2\nBela PENISTA Agama yg SOMBONGNYA Minta AMPUN.",HT
492,RT @Jhonkosmik: Ada apa dengan mayoritas etnis China di DKI?\nMengapa begitu solid mendukung penista agama Islam?\n\nDendam?\nTidak nasionalis?,HT
493,Mukanya mpo Silvy Asem bangett ngakak kena deh abis jahat sih #DebatFinalPilkadaJKT,HT
494,RT @GodinJ760478: @tempodotco gara2 belain terdakwa penista agama jadi remek semua. Sukurin,HT
495,"RT @Chaeruddin_B: Sekumpulan Teman Penista Agama\nTdk ada empati buat korban banjir, hanya koar2 memuji junjunganya https:\/\/t.co\/XQFktDG74x",HT
496,RT @TerorisSocmed: PENJARAKAN PENISTA AGAMA !!! ATAU @jokowi TURUN !!! https:\/\/t.co\/vqH0TNXaRz,HT
497,"Si penista agama, Jaga mulut aja gabisa apalagi jaga jkt?",HT
498,Ahok : program paslon no. 1 ini programnya ngambang | yaiyalah pakkk gak ada program diaa cma ada celaan #DebatFinalPilkadaJKT,HT
499,Akui saja Ahok dan Djarot kalian gagal atasi banjir.Orang kena banjir anda sibuk sidang kasus penista agama,HT
500,RT @87_julay: Iyaa... Ahog Ngak pantes jadi pemimpin.. Pantesnya penista agama dipenjarakan!!! https:\/\/t.co\/YhhO40QWXS,HT
501,RT @wongawas: Overdosis @Metro_TV membela penista agama. https:\/\/t.co\/i84RARpy5w,HT
502,"Kaga masuk diakal kite kalo suara seorang penista agama yg dah dikutuk ame umat islam suara nye bisa tinggi, emang sengaja ditinggiin tuh",HT
503,RT @andreobz: Pantasan di pecat dr menteri...data2 aj ngawur dan memkasakan betul..hahaha #AhokPastiTumbang #paslon3 #pilgubdki,HT
504,RT @BangsaPenguasa: Penjarakan ahoax penista agama atau jokowi turun.#KonsolidasiDewanPKB https:\/\/t.co\/XoW5eakIsk,HT
505,"Napa dibiarin tim si penista agama maen curang maren, emang sengaja dibiarin biar ntar digaplok umat islam rame2 se jakarta tuh penista",HT
506,Hahahahhahaa silvy ohh silvy cacingan amat loe ahhh wkwkwkwkwkk #DebatFinalPilkadaJKT,HT
507,"RT @Rakyat_Angin: Ahok Taik. \""MENFITNAH\"". Emang lu tukang caci maki perempuannn!! Asuuu #AhokPastiTumbang #DebatFinalPilkadaJKT",HT
508,RT @HasanArisandi: #AhokPastiTumbang fakta di bilang fitnah\n#DebatFinalPilkadaJKT,HT
509,"Shame on you silvy !! Ga malu fitnah?? Tuh rasain pak ahok panas, skak mat #DebatFinalPilkadaJKT",HT
510,Bu silvi anti pns level rendah katanya #DebatFinalPilkadaJKT,HT
511,RT @AnnisaFYtr: Hanya Orang Islam Yang Bodoh dan Goblok Yang Memilik Ahok! #DebatFinalPilkadaJKT,HT
512,"@DivHumasHansip: fitnah FPI pecah adalah ulah ahoker yg melihat elektabilitas ahok tinggal 10%,mereka kelojotan melihat MUI+NU+Muhammadi",HT
513,Norak banget iklan mantan mendikbud @aniesbaswedan ini. Tambah gak respech.. inilah tenun kebangsaan yg dia maksud.\u2026 https:\/\/t.co\/Ux7HEYkBLG,HT
514,"RT @DivHumasHansip: yg nebar kebencian itu ahok mbak,masa mbak gak tau sih sampai dia jadi terdakwa loh @AnizzahGedrun",HT
515,pertanyaan dari Bu Sylvi gak mutu amat. #DebatFinalPilkadaJKT,HT
516,Huuu sylvi tak tahu apa-apa asal ngoceh #NobarAhokDjarot #DebatFinalPilkadaJKT,HT
517,Sylvi keliatan bloonnya #DebatFinalPilkadaJKT,HT
518,RT @WanitaRevolusi: Ahoax penista agama kembali mengolok olok surat AL-MAIDAH 51. Cc @Dahnilanzar,HT
519,#JakartaBanjir Pemimpinnya gak punya akhlak yg baik... PENISTA AGAMA.,HT
520,#DebatFinalPilkadaJKT mati kau hok,HT
521,Yg ga punya program bisanya cuma fitnah. Ciri Orang yg demen ngambil kjp kontan #DebatFinalPilkadaJKT,HT
522,Mpok silvi nyinyir melulu pertanyaan nya tapi sayang sesat! Maklum sih dese emakemak! #DebatFinalDKI #DebatFinalPilkadaJKT,HT
523,RT @bajigurceleng: @jpnncom hahaha jelas2 buat pilkada dasar polisi made in cina pelindung penista agama,HT
524,Kurangnya pemberdayaan wanita DKI Jakarta bisa dilihat dari telaknya perbedaan warna muka dan warna tangan mpok sylvi #DebatFinalPilkadaJKT,HT
525,Agus silvy Tukang Fitnah #DebatFinalPilkadaJKT,HT
526,#DebatFinalPilkadaJKT yaudah gus sini kalo ga sakit secara fisik daripada verbal gw gebukin lo rame2,HT
527,Keluarga kita gak ada yg maling coyy gak perlu trauma kaleeeee emang kluarga ente?,HT
528,JG KAITKAN JOKOWI DENGAN AHOK KATA JOHAN BUDI. KATA KAMI. SEBAB JOKOWI ANJING. SEDANGKAN AHOK BABI. YA JELAS BERBEDA. WALAUPUN OTAKNYA SAMA,HT
529,Bajingan lu silvy #DebatFinalPilkadaJKT,HT
530,"Hasil Akhir, Menyatakan @jokowi Melindungi Ahok TERDAKWA PENISTA AGAMA !!!",HT
531,RT @SiBonekaKayu: Selepas banjir Jakarta 212 Pendukung Ahok mengganti narasi doa. Semua demi keuntungan Sang Penista Agama,HT
532,Tionghoa katanya kaya? Kok pada putus sekolah? Kebanyakan dugem?,HT
533,Gusur Ahok demi Indonesia. Teladan buruk pembangkangan hukum dan anti kemanusiaan di Jakarta jgn tertular ke daerah. #CoblosPecinya,HT
534,"BUAT AHOKER YANG TAKUT MATINYA GG DISHOLATIN , TENANG ADA ABU JANDA UST GADUNGAN YG SIAP SHOLATIN AHOKER & JOKOWER",HT
535,Mampuuss ! Di tembak dalem banget silvyy .. lo urusin tuh dapurr ! Gak punya program demennya nyerang terus !!! #gue2 #DebatFinalPilkadaJKT,HT
536,Anjir baru kali ini lihat orang bego mau debat pilkada. Kerjanya nyerang karakter. Shame on you mpok silvy and agus. #DebatFinalPilkadaJKT,HT
537,Uang Taipan tuh. Nanti dibayar dengan ratusan penggusuran biadab oleh Ahok.,HT
538,CINA ASU https:\/\/t.co\/zM1BsjAIHA,HT
539,"Ketika ngomong, Sylvi keliatan oke. Tapi begitu didebat Ahok, Sylvi langsung kekuatan goblok.",HT
540,"Jangankan Banjir, Tuhan aja Dilawan Sama Ahok #JakartaBanjir Tapi Jakarta hari Ini Bukan Banjir, Hanya GENANGAN.",HT
541,ADA PEMIMPIM PRIBUMI knp pilih PEMIMPIN IMPOR yg g BERADAB tukang BERBOHONG yuk PRIBUMIKAN DKI milik BANGSA IND @Gemacan70 @TerorisSocmed,HT
542,Karna dia ga punya program hanya modal bacot doang,HT
543,Pendukung berarti dia bagian dr penista agama tersebut!!! Dukung gerakan ini 100%,HT
544,Narkoba yg paling berbahaya adalah ILUSI KESUCIAN AHOK SANG PENISTA.,HT
545,@tribunnews emang ahok siapa?? Orang penting?? Dia hanya penista agama!!,HT
546,cina mah duitnya dari hasil maling di Indonesia di balikin lgi berkedok invest plus bawa gembel2 & napi dari Cina negeri nenek moyang ahok,HT
547,"Tangkap Ahok @basuki_btp skrng juga, koruptor reklamasi Jakarta dan penista Agama Islam.",HT
548,keliatan banget bego nya mpok silvy and agus. #DebatFinalPilkadaJKT,HT
549,"Yg Ahokers, Klo gak seneng ama cuitan gw silahkan unfollow krn gw Anti AHOK (Si Penista Agama Islam)",HT
550,AGAMA DI NISTAKAN! ULAMA DI LECEHKAN!! Ini Alasannya #HaramPemimpinKafir,HT
551,RT @FredyBastian3: Cara serang Ahok : Kafir galak,HT
552,@umnia77 @ruhutsitompul @sahal_as anjing2 ahok.kaum babi lo bnyk bacot.mnding duel sma gw.,HT
553,Ahok memang verbalnya keras. Pelampiasan dan pelarian karena kelelakiannya lunak.,HT
554,"yg maling itu kan china2 babi BLBI , korupsi nya triliunan , termasuk si AHok korupsi 2 triliun..",HT
555,Mimpi djan farid jakarta lebih islami dari aceh jika ahok terpilih itu ibarat babi merindukan halal,HT
556,@KompasTV @ridwankamil ridwal kamil memang hebat dan top nggak kaya ahok tukang penista agama dan koruptor,HT
557,@TPK_RI ITULAH si ahok kutil babi,HT
558,Dasar si Kutil babi ahok memang Tukang Bohong. selain Bohong ahok jg biasa Menyalahkan yg lain menutupi Kegagalan nya . contoh soal banjir,HT
559,@PonkEcha @Fahrihamzah Si Terdakwa Penista Agama Alias Si Ahok Babi Jamban tuh yang Morfotin Uang Rakyat Jakarta,HT
560,"Om...Ahoknya...Mana Om,Katanya Si BABi Ahok Bisa Ngatasi Banjir...Om...BABi Jgn Membual Om...?!!?",HT
561,kenapa anak babi jalan nya nunduk???karena malu liat ulah bapak nya yang ngebelain ahok..,HT
562,Perilaku Si BABI @jokoanwar ini memang benci dgn hal berbau Islam. Cocok dgn Ahok. @SiBonekaKayu,HT
563,@budimandjatmiko ahok si kutil babi kembali ke rumah lembang kenapa jakarta jadi banjir bud?,HT
564,"#jujur orang cerdas dan pintar pilih orang imam dan mampu memimpin ..bisa sholat...bisa ngaji..santun, sopan..tidak seperti babi kafir ahok",HT
565,Teman Ahok emank TAI. apalagi pemimpinnya kek BABI! @temanahok,HT
566,"Mana para babi ahok yg ngejek onta, biar di injek2 ama onta",HT
567,@gotcancer2 bukannya stigma babi itu milik tuhan elu si ahok kafir,HT
568,Kampungan ya pendukung AHY https:\/\/t.co\/GmezpOYLsY,HT
569,"@Ananda_harahaP udah lu jgn panik gitu. ahok si kutil babi bakal tumbang kok di putaran kedua. teruskan cuapcuap mu di sosmed, gak ngaruh.",HT
570,"ahok tidak layak seperti manusia, dia lebih tepat seperti babi yg tidak punya akal pikiran dan jiwa manusiawi",HT
571,@haloJakarta Ahok (BTP) Basuki Tai Babi,HT
572,"RT @diyahaudya: @yusuf_dumdum Yg ada, cacimaki penista agama tapi ternyata ketauan poligami ngumpet2. Apa mau digituin? Saya sih ogah.",HT
573,"@adichandramang2 @CummaRachel @korban_gusur iya , trump memang penista agama atau anti islam emang hubungannya dgn anis apa?",HT
574,@adichandramang2\nAda aseng KOPLO pembela si PENISTA AGAMA yg durjana nyuruh org lain ngaji!,HT
575,"@bayprio Itulah kebodohan para penista agama, sudah saatnya pilih pemimpin yg mengerjakan shalat 5 waktu",HT
576,@iwanfals pilih Anis sandi doong..jgn pilih si penista agama pemecah NKRI,HT
577,"@posmetroinfo Emang terdakwa penista agama, salahnya dimana coba, kl yg biasa bikin hoax metrotipu aman2 aja tuh dewan peres",HT
578,@RamadanMalka Pamor RK jadi seakan tak ada artinya jika parpol pengusungnya pendukung penista agama...,HT
579,@RestySeterah si ahok pantasnya dinobatkan sbgai Babi ngepret,HT
580,"@roninpribumi @dewanpers yg salah itu mereka menulis TERDAKWA PENISTA AGAMA,coba klo ditulis BAGINDA YANG MULIA pasti ga masalah..cuih..",HT
581,Faktanya Cina2 parasit tuh ngotot belain si penista Agama @PradanaBhakti @IrianaPasirua @PutraSumedang18 @khoirulilham12 @ronavioleta,HT
582,jokowi ratu adil apaan..??? dia ga ada keturunan darah biruadanya DARAH KOTOR cina babi..!!! https://t.co/JtwFRRdLF4,HT
583,RT @RestySeterah: Keren nih apps kawal TPS .. Yuk gabung buat pastikan cagub terdakwa penista Agama lebih cepat diantar kehabitatnya,HT
584,"Kalau lo gak tau apa-apa ya jangan berkoar sembarangan dong, keliatan banget kalau lo itu beneran bego :)) #FuckYou",HT
585,@AHMADDHANIPRAST ahmad dhani yang terhormat paling babi paling anjing aing kontol paling lonte tungu saat nya karier mu akan habis!!!!,HT
586,"Kang @ridwankamil ,fakta hari ini,partai pendukung si penista agama sangat dibenci rakyat,termasuk rakyat Jabar. https://t.co/b2WetyvrbZ",HT
587,"plis jangan sok kecantikan selalu pacarin artis2 yang lagi meletek, jijik gw liatnya",HT
588,"paling mau muntah liat lagak nya @AHMADDHANIPRAST, jadi orang sok iye banget hoek",HT
589,@Metro_TV kalau boleh saya ngomong ingin saya katakan ahmad dhani monyet babi anjing. tapi itu tidak boleh,HT
590,"perempuan kaya lo mending mati aja deh, jelek aja, gausa sok jadi make up artist!",HT
591,"ahmad dhani itu borok, sampah, babi, anjing. Saya adalah orang pertama yg sangat muak liat muka dhani dan saya berbangga.",HT
592,Lah emang sdh jelas2 si ahok terdakwa penista agama. Malu woy! https://t.co/2K0HlMpR9t,HT
593,"Keputusan ERKA hari ini harus kita HORMATI, begitupun sebaliknya KAMI tidak akan memilih partai pendukung PENISTA AGAMA.",HT
594,Lupakan @ridwankamil biarkan karam dg kapal munafiknya. kita bangun jabar dg kapal yg bersih. Delete partai pendukung penista agama dari hati,HT
595,Masalah dunia dan masalah nafsu ya kang @ridwankamil . Kata2 kok bersayap kayak burung hantu. https://t.co/mwClbkU4sT,HT
596,Penista Agama menjadi Santri Kehormatan.Yang kasih ini ke ahok otaknya perlu direparasi.Demi Pulkada nama Santri yg baik kailan jual belikan,HT
597,"Payah banget @ridwankamil maju Jabar1 pakai partai Nasdem pendukung penista agama, ente lagi butuh uang ya kang? Payah loe!!",HT
598,"polisi yg jadi imam sholat ini adalah seorang penista agama, bodoh, BERISLAM cuma ikut2an. COPOT KAPOLRES JAKBAR !! https://t.co/s2h2Ybrthm",HT
599,"RT @ferdyfrodoo: @bayprio Itulah kebodohan para penista agama, sudah saatnya pilih pemimpin yg mengerjakan shalat 5 waktu",HT
600,"RT @Ra_Ria_Rana: GAK HABIS PIKIR???\n\nTINGGAL NUNGGU ADZAB ALLAH NIH NEGERI,,,, PEMIMPINNYA SDH DZALIM https://t.co/UmZK4bTyi4",HT
601,"Sini lu, kami enggak mau kampung kami didatangi sama penista agama, https://t.co/1z3MtHs9ck",HT
602,"SETUJU SAYA,KLAU AHOK DAPAT GELAR SANTRI KEHORMATAN.... TAPI SANTRI KEHORMATAN BABI.... https://t.co/uD16d7Gwhd",HT
603,Senang dong ada yg fans mati sampai lupa kalau dia bego banget https://t.co/ctJFC5a8Zz,HT
604,@AHMADDHANIPRAST LO TUH BABI ANJING. Mampus kalah jatuh miskin deh #bekasisah,HT
605,@bayprio : Si AHOAK @basuki_btp CINA ANJING KAFIR PENISTA AGAMA ISLAM....!!!,HT
606,"@AHMADDHANIPRAST aku katakan anjing kpd ahmad dani, boleh....aku katakan babi kpd ahmad dhani, boleh...",HT
607,"@Bisniscom haha memaki untuk melawan mah harus, drpd ditindas pemimpin munafik melindungi penista agama, dll. Agama no 1 (islam), taubat rot",HT
608,"@Anakran63208433 @5ec4a1e80d3c48c @aniesbaswedan pikiran anak bani kampret g beda jauh sma penista agama. Penfitnah, Penipu Dan Garong..",HT
609,@Gemacan70 itu yg cewe pake kerudung ngapain ya? Setiap kali konfrensi pers ada aja.. Pencitraan Islami kaliiii... Bwahaha..!!,HT
610,@republikaonline spt ahok dulu .. nasdem disusul dg cs nya .. yg mendukung paslon penista agama dan tukang caci maki tai tai ..,HT
611,@topan_julian1 kalo mecin jangan dijadiin cemilan mangkannya kang. Jadi begonya bego banget.,HT
612,@ulinyusron cm didoain kalau saya mah ketemu si penista agama langsung saya ceburin laut yg direklamasi ijin sembunyi2 buat tumbal reklamasi,HT
613,"@ymerdeka33 @ach_qodr @basuki_btp cabe2an bisa nya hanya bbm.n facrbook.n!! Masalah politik mana tau doi, tau nya berita2 sampah pencitraan",HT
614,INI MANUSIA APA ANJING MATI-MATIAN RELA JADI MURTADZ DEMI BABI AHOK KAFIR. https://t.co/2XXN5CFdVM,HT
615,"ini semua berawal dari AHOK JAMBAN yg dibela aparat, para kristen serta china kafir yang lain semakin berani menghi https://t.co/qUutkrlsP3",HT
616,"Kami lebih resah anda jd presiden!!!! hidup anda penuh drama dan pencitraan, main FTV aja joko judulnya https://t.co/T2BUgLTnUO",HT
617,"Mana bisa percya lagi,sdgkan induknya penista smp skrg lum ditahan tp malah dibela. https://t.co/Oc1vGdX0Z4",HT
618,Mari seluruh Muslim CYBER Army mulai skrg ganti semua sebutan A....K menjadi Terdakwa Penista Agama !,HT
619,"Orang Islam lebih suka si HOAX penista agama, menjaga lisan dan tindakan dari hal-hal yang merusak hubungan... https://t.co/FLhW31wXdU",HT
620,RT @izzah_pandeka: #Nomor2Koruptor negeri para korup diasuh cino babi https://t.co/wJXalyPxPn,HT
621,RT @Gemacan70: Hajar bleh hanya untuk bela #Nomor2Koruptor...cuihhhhhh https://t.co/o4nnZBkNYS,HT
622,RT @korban_gusur: @RakyatBiasa1945 Ada CEBONG GENDHENG NGAMUK2 belain si HOMO PENISTA AGAMA!! HAHAHA @OshMuslim @RebusKentang @m3g4,HT
623,RT @Ustadtengku1: @RizieqSyihabFPI tolol itu banyak yg bela penista agama walau sudah tersangka,HT
624,Orang punya saksi anjing dikasus babi.. Tolol https://t.co/ssePg5FCXm,HT
625,Si Ahok kampret emang gak becus kerja. Pencitraan mlulu tuh si Ahok kampret. https://t.co/yM5ViOFvpc,HT
626,"Sini lu, kami enggak mau kampung kami didatangi sama penista agama, https://t.co/1z3MtHs9ck",HT
627,"Tanda2 kiamat x yak, masih banyak aja orang muslim yg mengingkari Al-Quran dan pilih Penista Agama. #Nomor2Koruptor #Nomor2Koruptor",HT
628,"#JanganMauDibohongiAhok sebab Ahok Sumber Kekacauan Politik, Ramaikan Aski 313 FIGHT!! https://t.co/WOBxlxvZnx",HT
629,#MataNajwaDebatJakarta Anies anda SADIS. Topengmu terbuka lebar malam ini. Biar warga DKI yg menilai...apa yg anda katakan adalah PENGECUT,HT
630,Anies congornya aja gede. Realisasinya gak ada. Janji terus dari awal bisanya paling korupsi. Balik jadi dosen aja bangsat.,HT
631,"#MataNajwaDebatJakarta Hebatnya, Ahok masih mau salaman loh sm Pak Anies yang Amat terhormat. Idih gw sih ogah.",HT
632,#MataNajwaDebatJakarta kalau untuk urusan bacot memang anis nya juaranya..memang kita bakal makan bacot di jakarta..haha..paslon yg aneh gede bacot doang.,HT
633,#MataNajwaDebatJakarta pak anies banyak omdo dulu waktu jd menteri terobosannya apa?? skrg ngomong ky sok Jago bgt,HT
634,#MataNajwaDebatJakarta si Cina Babi ahok bloon banget. Sok pinter banget lagi. Asal bukan Ahok,HT
635,#MataNajwaDebatJakarta lucu banget jawaban ahok.. gak nyambung. Ditanya apa di jawab apa. Kena skak mat d pertanyaan isu agama tdi. Dasar cina tolol hahaha,HT
636,#MataNajwaDebatJakarta topeng anda hari ini fix terbuka @aniesbaswedan .. anda sama dgn yg mendukung anda.. BAU BUSUK,HT
637,"#MataNajwaDebatJakarta Pak Anies suka nyinyir, suka memutar balik kan fakta, ga punya program yg jelas bisanya jelekkan kinerja pak Basuki",HT
638,Babi... iya memang si Ahok gak jauh kayak Babi..,HT
639,Si tengkuk babi sipit bangke agen dajjal mau jadi onta hahaha. Orang waras juga tau kasus ahok dipaksakan!!,HT
640,itu kan kata ahok kafir..umat islam anti ahok karena ahok itu kafr ditambah ahok itu cina yg suka makan babi & bir,HT
641,"gw harus bilang Babi Ahok apa dong selain kafir, gw hanya pengen gerombolannyA Babi Ahok merasakan bagaiamana klo di anjing2in, Bangsat2in",HT
642,"sibabi china sangat biadab memperlakukan kaum PRIBUMI, dan para jongon2 spt banser & nu nusantara mendukung ketimpangan ini, biadabnya mrk!",HT
643,ahok kafir takut debat dengan rakyat asli pribumi nelayan dan para pakar reklamasi dari rakyat.. ahok kafir bencong,HT
644,nampaknya sudah satu paket penyokong cina babi pasti juga sokong LGBT,HT
645,kebiadaban ahok cina kafir anak2 rakyat kecil pribumi dan ibu2 islam semua digusur dari rumahnya serta kehidupannya,HT
646,"tim ahok yg otak wc otak tumpul justru anies itu sdh komit sekali dgn pancasila ,ahok kafir sgt tdk bs berpancasila",HT
647,"#MataNajwaDebatJakarta Pak Anies sudah meninggalkan ketenangan dan ketulusannya dalam debat malam ini, mjd agitatif dan licik. semoga kalah kau anjing",HT
648,"SELAMA PROSES #SidangAhok WASPADAI ULAMA2 KUBU AHOK..YAKNI ULAMA2 ""MUNAFIK"" YANG SESAT DAN MENYESATKAN..!!",HT
649,anies akan merangkul dua2nya untuk persatuan tidak spt ente dangkal & cekak intelektual hanya jadi budak ahok kafir.,HT
650,"kebiadaban ahok cina kafir rakyat kecil yg jadi PKL & asongan2 digusur2 dan dianiaya spt teroris, ahok kafir biadab",HT
651,RT @LeonartoRabono: tapi kenyataanya jutaan rakyat kecil asli pribumi yg miskin justru semakin dimiskinkan oleh ahok cina kafir....,HT
652,Itulah Indonesia. Yg dibully org yg bener.Yg salah dan binatang2 seperti nomor tiga dibiarin berkeliaran #matanajwadebatjakarta pak an https://t.co/jYSg6x1A,HT
653,"#SidangAhok smg sipenista agama n ateknya matinya tdk wjar n jasadnya tdk dtrma tnh n dia tdk prnh mrs kn sorga,aamiin semoga tuhan setuju",HT
654,"iya,kelasnya penista agama,bs nya cm ngebacot doang yg arogan sk blg taik"" nenek lu,oh ya sumber waras n nama d kasus E ktp apkabar?skakmat",HT
655,Penjarakan semua cina kafir dan ateis! Termasuk Ahok pemimpin babi tukang korupsi!,HT
656,Kampanye rasis ngmg nya pihak ahok yg di untungkan.. Goblok kafir mana ada di untungkan.. Kalau pada di perkosa bunuh lu enak berduit,HT
657,hahaha idiot bilang kpd orang2 kafir terurama para nasrani pendukung2 ahok kafir jangan memasuki wilayah2 syariat islam,HT
658,I HASIL MAKMAK KALIAN JUAL PUKINYA. BAGI KSLIAN YG BERPIHAK KEPADA PKI DAN SI AHOK ANAK CHINA ANJING KAFIR INI. SERTA NKRI BUKAN DIDAPAT,HT
659,"Tim pendukung sakit jiwa, kehilangan akal sehat & ide #IklanAhokJahat",HT
660,#IklanAhokJahat Hati hati Mereka Mulai Prustasi dan Memainkan Cara cara Kasar !! Karena hasil dari berbagai survei si penista agama kalah!!,HT
661,"HOOKK, masuk gorong"" aja loe #IklanAhokJahat",HT
662,Kayak gini nih kampanye Tim AniesSandiUno ke kampung2 mengintimidasi masyarakat. Kampungan ye? #ASUtenan,HT
663,SI KUTIL BABI TELAH MELECEHKAN PRIBUMI DAN UMAT ISLAM #IklanAhokJahat,HT
